TransactionID,ts,TransactionAmt,ProductCD,channel,addr1,addr2,risk_score,P_emaildomain,R_emaildomain,customer_id,card_id
3015958,2016-07-06 22:05:08,130.52,W,in_person,204.0,87.0,0.04,gmail.com,,C07297,C07297-K2
3021030,2016-07-08 05:07:52,39.98,W,in_person,492.0,87.0,0.15,gmail.com,,C07297,C07297-K1
3021302,2016-07-08 13:36:45,663.91,W,in_person,485.0,87.0,0.59,yahoo.com,,C07297,C07297-K1
3021986,2016-07-08 16:59:53,99.98,W,in_person,433.0,87.0,0.12,gmail.com,,C07297,C07297-K2
3022203,2016-07-08 17:45:37,99.99,W,in_person,485.0,87.0,0.02,yahoo.com,,C07297,C07297-K2
3022310,2016-07-08 18:08:53,116.92,W,in_person,485.0,87.0,0.08,yahoo.com,,C07297,C07297-K2
3023034,2016-07-08 20:49:48,48.0,W,in_person,299.0,87.0,0.09,gmail.com,,C07297,C07297-K2
3025749,2016-07-09 16:49:58,47.95,W,in_person,476.0,87.0,0.04,gmail.com,,C07297,C07297-K2
3030455,2016-07-10 20:18:41,49.99,W,in_person,194.0,87.0,0.43,yahoo.com,,C07297,C07297-K2
3034611,2016-07-11 21:01:16,30.96,W,in_person,204.0,87.0,0.04,gmail.com,,C07297,C07297-K2
3034660,2016-07-11 21:12:59,35.95,W,in_person,204.0,87.0,0.07,gmail.com,,C07297,C07297-K2
3036242,2016-07-12 04:04:24,50.01,H,online,264.0,87.0,0.02,gmail.com,,C07297,C07297-K1
3045898,2016-07-14 17:36:43,48.94,W,in_person,204.0,87.0,0.12,gmail.com,,C07297,C07297-K2
3047916,2016-07-15 00:26:35,57.87,W,in_person,253.0,87.0,0.25,,,C07297,C07297-K2
3050917,2016-07-15 20:35:00,160.89,W,in_person,204.0,87.0,0.09,gmail.com,,C07297,C07297-K2
3054333,2016-07-16 17:52:03,47.89,W,in_person,492.0,87.0,0.03,gmail.com,,C07297,C07297-K2
3059233,2016-07-17 18:56:13,57.99,W,in_person,191.0,87.0,0.25,yahoo.com,,C07297,C07297-K2
3062237,2016-07-18 12:33:27,47.87,W,in_person,191.0,87.0,0.05,yahoo.com,,C07297,C07297-K2
3063297,2016-07-18 17:11:39,101.93,W,in_person,204.0,87.0,0.08,gmail.com,,C07297,C07297-K2
3067446,2016-07-19 14:54:02,54.42,W,in_person,264.0,87.0,0.04,gmail.com,,C07297,C07297-K2
3073374,2016-07-20 17:55:00,57.99,W,in_person,315.0,87.0,0.17,gmail.com,,C07297,C07297-K2
3073696,2016-07-20 18:54:13,92.04,W,in_person,204.0,87.0,0.29,gmail.com,,C07297,C07297-K2
3096460,2016-07-24 19:12:34,210.03,W,in_person,191.0,87.0,0.02,anonymous.com,,C07297,C07297-K2
3097523,2016-07-24 21:48:27,57.87,W,in_person,315.0,87.0,0.1,yahoo.com,,C07297,C07297-K2
3101082,2016-07-25 16:45:34,93.04,W,in_person,299.0,87.0,0.08,gmail.com,,C07297,C07297-K2
3107995,2016-07-26 20:18:04,25.03,H,online,476.0,87.0,0.76,yahoo.com,yahoo.com,C07297,C07297-K1
3108213,2016-07-26 20:50:52,56.57,W,in_person,337.0,87.0,0.16,gmail.com,,C07297,C07297-K2
3113298,2016-07-27 20:45:21,170.97,W,in_person,264.0,87.0,0.15,gmail.com,,C07297,C07297-K2
3114703,2016-07-28 01:36:20,107.98,W,in_person,264.0,87.0,0.02,ymail.com,,C07297,C07297-K2
3128932,2016-07-31 18:33:17,171.08,W,in_person,485.0,87.0,0.15,yahoo.com,,C07297,C07297-K2
3129414,2016-07-31 20:20:14,141.07,W,in_person,485.0,87.0,0.05,,,C07297,C07297-K2
3129494,2016-07-31 20:38:07,141.06,W,in_person,485.0,87.0,0.12,yahoo.com,,C07297,C07297-K2
3134241,2016-08-02 03:26:25,48.01,W,in_person,253.0,87.0,0.1,,,C07297,C07297-K2
3134264,2016-08-02 03:41:16,57.88,W,in_person,253.0,87.0,0.06,,,C07297,C07297-K2
3136310,2016-08-02 21:16:09,102.91,W,in_person,194.0,87.0,0.09,yahoo.com,,C07297,C07297-K2
3139764,2016-08-03 21:18:09,140.94,W,in_person,181.0,87.0,0.24,,,C07297,C07297-K2
3144726,2016-08-05 03:49:02,20.94,W,in_person,428.0,87.0,0.04,rocketmail.com,,C07297,C07297-K2
3144755,2016-08-05 04:06:27,36.98,W,in_person,436.0,87.0,0.28,,,C07297,C07297-K2
3144835,2016-08-05 04:59:46,409.99,W,in_person,433.0,87.0,0.12,yahoo.com,,C07297,C07297-K2
3146695,2016-08-05 21:05:08,107.99,W,in_person,191.0,87.0,0.01,anonymous.com,,C07297,C07297-K2
3148413,2016-08-06 12:33:11,500.0,W,in_person,485.0,87.0,0.19,yahoo.com,,C07297,C07297-K2
3155075,2016-08-08 12:09:15,26.03,W,in_person,203.0,87.0,0.04,gmail.com,,C07297,C07297-K2
3002300,2016-07-03 00:57:14,74.97,W,in_person,264.0,87.0,0.24,yahoo.com,,C09933,C09933-K2
3002431,2016-07-03 01:37:21,48.0,W,in_person,264.0,87.0,0.13,,,C09933,C09933-K2
3002742,2016-07-03 03:35:39,199.97,W,in_person,264.0,87.0,0.25,hotmail.com,,C09933,C09933-K2
3002926,2016-07-03 05:52:46,107.98,W,in_person,264.0,87.0,0.01,,,C09933,C09933-K2
3002940,2016-07-03 06:06:17,47.0,W,in_person,264.0,87.0,0.32,yahoo.com,,C09933,C09933-K2
3002976,2016-07-03 06:58:26,58.99,W,in_person,264.0,87.0,0.24,gmail.com,,C09933,C09933-K2
3002983,2016-07-03 07:04:05,50.05,H,online,387.0,87.0,0.64,yahoo.com,gmail.com,C09933,C09933-K2
3002998,2016-07-03 07:23:15,50.06,W,in_person,264.0,87.0,0.21,,,C09933,C09933-K2
3003003,2016-07-03 07:28:07,59.03,W,in_person,264.0,87.0,0.01,gmail.com,,C09933,C09933-K2
3003004,2016-07-03 07:30:41,50.05,H,online,387.0,87.0,0.1,yahoo.com,gmail.com,C09933,C09933-K2
3003079,2016-07-03 11:20:14,500.0,W,in_person,264.0,87.0,0.07,yahoo.com,,C09933,C09933-K2
3003147,2016-07-03 12:37:25,139.97,W,in_person,264.0,87.0,0.02,,,C09933,C09933-K2
3003169,2016-07-03 12:48:59,108.47,W,in_person,204.0,87.0,0.01,,,C09933,C09933-K2
3003637,2016-07-03 15:50:10,54.57,W,in_person,264.0,87.0,0.07,gmail.com,,C09933,C09933-K2
3003666,2016-07-03 15:57:40,24.96,W,in_person,264.0,87.0,0.09,,,C09933,C09933-K2
3003696,2016-07-03 16:06:19,55.38,W,in_person,264.0,87.0,0.1,gmail.com,,C09933,C09933-K2
3003718,2016-07-03 16:11:21,107.91,W,in_person,264.0,87.0,0.04,,,C09933,C09933-K2
3003924,2016-07-03 17:00:00,124.88,W,in_person,264.0,87.0,0.15,yahoo.com,,C09933,C09933-K2
3003998,2016-07-03 17:16:32,107.91,W,in_person,264.0,87.0,0.16,gmail.com,,C09933,C09933-K2
3004094,2016-07-03 17:39:07,205.02,W,in_person,310.0,87.0,0.1,,,C09933,C09933-K2
3004115,2016-07-03 17:43:46,87.93,W,in_person,264.0,87.0,0.01,gmail.com,,C09933,C09933-K2
3004122,2016-07-03 17:45:18,470.05,W,in_person,264.0,87.0,0.13,yahoo.com,,C09933,C09933-K2
3004127,2016-07-03 17:45:30,41.44,W,in_person,264.0,87.0,0.06,,,C09933,C09933-K2
3004271,2016-07-03 18:14:23,87.96,W,in_person,264.0,87.0,0.07,,,C09933,C09933-K2
3004573,2016-07-03 19:29:32,100.06,W,in_person,264.0,87.0,0.31,att.net,,C09933,C09933-K2
3004785,2016-07-03 20:16:09,68.51,W,in_person,264.0,87.0,0.01,yahoo.com,,C09933,C09933-K2
3005491,2016-07-03 22:52:44,53.99,W,in_person,264.0,87.0,0.08,yahoo.com,,C09933,C09933-K2
3005720,2016-07-03 23:43:33,100.02,W,in_person,327.0,87.0,0.08,gmail.com,,C09933,C09933-K2
3005796,2016-07-04 00:00:40,365.58,W,in_person,264.0,87.0,0.12,,,C09933,C09933-K2
3005835,2016-07-04 00:14:51,115.01,W,in_person,264.0,87.0,0.18,,,C09933,C09933-K2
3005863,2016-07-04 00:21:37,40.05,H,online,325.0,87.0,0.66,gmail.com,,C09933,C09933-K2
3006255,2016-07-04 02:04:45,57.94,W,in_person,264.0,87.0,0.08,gmail.com,,C09933,C09933-K2
3006423,2016-07-04 03:13:17,264.98,W,in_person,264.0,87.0,0.11,sbcglobal.net,,C09933,C09933-K2
3006447,2016-07-04 03:23:16,52.9,W,in_person,264.0,87.0,0.19,,,C09933,C09933-K2
3006468,2016-07-04 03:32:21,50.03,W,in_person,264.0,87.0,0.09,gmail.com,,C09933,C09933-K2
3006526,2016-07-04 03:58:51,99.97,H,online,264.0,87.0,0.11,gmail.com,,C09933,C09933-K2
3006980,2016-07-04 14:01:20,47.93,W,in_person,264.0,87.0,0.25,gmail.com,,C09933,C09933-K2
3007244,2016-07-04 15:32:11,92.02,W,in_person,204.0,87.0,0.78,gmail.com,,C09933,C09933-K2
3007416,2016-07-04 16:18:47,114.99,W,in_person,264.0,87.0,0.09,hotmail.com,,C09933,C09933-K2
3007759,2016-07-04 17:43:17,99.92,W,in_person,264.0,87.0,0.15,yahoo.com,,C09933,C09933-K2
3008257,2016-07-04 19:49:43,100.01,W,in_person,264.0,87.0,0.12,gmail.com,,C09933,C09933-K2
3008768,2016-07-04 21:53:28,30.88,W,in_person,264.0,87.0,0.25,yahoo.com,,C09933,C09933-K2
3008785,2016-07-04 21:56:23,48.99,W,in_person,264.0,87.0,0.14,,,C09933,C09933-K2
3009109,2016-07-04 23:13:59,149.95,W,in_person,264.0,87.0,0.14,yahoo.com,,C09933,C09933-K2
3009172,2016-07-04 23:29:34,108.0,W,in_person,264.0,87.0,0.04,yahoo.com,,C09933,C09933-K2
3000061,2016-07-02 00:42:31,78.45,C,online,,,0.03,gmail.com,gmail.com,C13171,C13171-K2
3001790,2016-07-02 22:10:03,48.14,C,online,,,0.05,yahoo.com.mx,yahoo.com.mx,C13171,C13171-K2
3003521,2016-07-03 15:17:38,40.21,C,online,,,0.18,hotmail.com,hotmail.com,C13171,C13171-K2
3003881,2016-07-03 16:47:55,51.44,C,online,,,0.21,gmail.com,gmail.com,C13171,C13171-K2
3004655,2016-07-03 19:46:10,50.84,C,online,,,0.16,anonymous.com,anonymous.com,C13171,C13171-K2
3004954,2016-07-03 20:54:44,63.89,C,online,,,0.01,anonymous.com,anonymous.com,C13171,C13171-K2
3005005,2016-07-03 21:01:32,48.75,C,online,,,0.09,hotmail.com,hotmail.com,C13171,C13171-K2
3005024,2016-07-03 21:05:29,18.63,C,online,,,0.03,hotmail.com,hotmail.com,C13171,C13171-K2
3005101,2016-07-03 21:22:05,81.71,C,online,,,0.14,hotmail.com,hotmail.com,C13171,C13171-K2
3005123,2016-07-03 21:26:13,81.63,C,online,,,0.07,hotmail.com,hotmail.com,C13171,C13171-K2
3005145,2016-07-03 21:29:44,81.64,C,online,,,0.15,hotmail.com,hotmail.com,C13171,C13171-K2
3005721,2016-07-03 23:43:41,11.71,C,online,,,0.17,gmail.com,gmail.com,C13171,C13171-K2
3006222,2016-07-04 01:56:11,122.1,C,online,,,0.09,prodigy.net.mx,prodigy.net.mx,C13171,C13171-K2
3006257,2016-07-04 02:06:05,122.14,C,online,,,0.07,prodigy.net.mx,prodigy.net.mx,C13171,C13171-K2
3006277,2016-07-04 02:11:24,122.26,C,online,,,0.09,prodigy.net.mx,prodigy.net.mx,C13171,C13171-K2
3007447,2016-07-04 16:25:54,86.7,C,online,,,0.15,,,C13171,C13171-K2
3007484,2016-07-04 16:35:34,32.3,C,online,,,0.09,,,C13171,C13171-K2
3007541,2016-07-04 16:49:54,50.43,C,online,,,0.14,,,C13171,C13171-K2
3007627,2016-07-04 17:14:29,170.34,C,online,,,0.18,,,C13171,C13171-K2
3007690,2016-07-04 17:27:37,11.19,C,online,,,0.32,,,C13171,C13171-K2
3007865,2016-07-04 18:10:03,121.2,C,online,,,0.08,,,C13171,C13171-K2
3008727,2016-07-04 21:46:22,41.35,C,online,,,0.17,anonymous.com,anonymous.com,C13171,C13171-K2
3009040,2016-07-04 22:56:09,44.24,C,online,,,0.18,anonymous.com,anonymous.com,C13171,C13171-K2
3009060,2016-07-04 23:00:18,44.88,C,online,,,0.13,anonymous.com,anonymous.com,C13171,C13171-K2
3009364,2016-07-05 00:28:21,85.27,C,online,465.0,60.0,0.23,live.com.mx,live.com.mx,C13171,C13171-K2
3009508,2016-07-05 01:08:46,24.01,C,online,161.0,60.0,0.04,gmail.com,gmail.com,C13171,C13171-K2
3009511,2016-07-05 01:10:08,29.32,C,online,511.0,60.0,0.04,hotmail.com,hotmail.com,C13171,C13171-K2
3011856,2016-07-05 20:53:47,181.49,C,online,,,0.07,yahoo.com.mx,yahoo.com.mx,C13171,C13171-K2
3012151,2016-07-05 22:06:26,76.0,C,online,465.0,60.0,0.4,anonymous.com,anonymous.com,C13171,C13171-K2
3012791,2016-07-06 00:39:06,48.27,C,online,508.0,60.0,0.5,gmail.com,gmail.com,C13171,C13171-K2
3012922,2016-07-06 01:12:14,17.08,C,online,,,0.8,gmail.com,gmail.com,C13171,C13171-K2
3012958,2016-07-06 01:21:17,84.35,C,online,148.0,60.0,0.7,hotmail.com,hotmail.com,C13171,C13171-K2
3014568,2016-07-06 17:09:07,27.75,C,online,161.0,60.0,0.58,gmail.com,gmail.com,C13171,C13171-K2
3018737,2016-07-07 18:41:42,28.19,C,online,242.0,60.0,0.62,gmail.com,gmail.com,C13171,C13171-K2
3022152,2016-07-08 17:35:10,41.88,C,online,,,0.08,anonymous.com,anonymous.com,C13171,C13171-K2
3022270,2016-07-08 18:00:33,23.23,C,online,161.0,60.0,0.26,gmail.com,gmail.com,C13171,C13171-K2
3022783,2016-07-08 19:50:43,41.13,C,online,,,0.1,gmail.com,gmail.com,C13171,C13171-K2
3022865,2016-07-08 20:13:20,13.57,C,online,391.0,60.0,0.75,anonymous.com,anonymous.com,C13171,C13171-K2
3023219,2016-07-08 21:29:59,81.36,C,online,465.0,60.0,0.04,anonymous.com,anonymous.com,C13171,C13171-K2
3023541,2016-07-08 22:37:55,144.63,C,online,465.0,60.0,0.27,hotmail.com,hotmail.com,C13171,C13171-K2
3023895,2016-07-09 00:01:48,41.06,C,online,486.0,60.0,0.03,yahoo.com.mx,yahoo.com.mx,C13171,C13171-K2
3024936,2016-07-09 07:38:45,94.03,C,online,148.0,60.0,0.12,outlook.com,outlook.com,C13171,C13171-K2
3024961,2016-07-09 08:44:43,92.09,C,online,,,0.89,icloud.com,icloud.com,C13171,C13171-K2
3025566,2016-07-09 16:02:18,144.63,C,online,,,0.51,hotmail.com,hotmail.com,C13171,C13171-K2
3025610,2016-07-09 16:14:07,144.78,C,online,,,0.11,hotmail.com,hotmail.com,C13171,C13171-K2
3008420,2016-07-04 20:30:37,50.09,S,online,330.0,87.0,0.2,,yahoo.com,C08299,C08299-K1
3029127,2016-07-10 14:51:54,70.06,S,online,330.0,87.0,0.11,,gmail.com,C08299,C08299-K1
3034459,2016-07-11 20:27:14,29.96,S,online,330.0,87.0,0.33,,gmail.com,C08299,C08299-K1
3036600,2016-07-12 13:09:36,58.97,W,in_person,441.0,87.0,0.06,gmail.com,,C08299,C08299-K1
3037041,2016-07-12 15:48:12,54.57,W,in_person,441.0,87.0,0.4,gmail.com,,C08299,C08299-K1
3048209,2016-07-15 01:37:51,49.94,H,online,330.0,87.0,0.12,anonymous.com,,C08299,C08299-K1
3072009,2016-07-20 13:37:20,100.03,S,online,184.0,87.0,0.62,,anonymous.com,C08299,C08299-K1
3076269,2016-07-21 02:46:25,275.01,S,online,330.0,87.0,0.02,,aol.com,C08299,C08299-K1
3076305,2016-07-21 02:53:20,274.92,S,online,330.0,87.0,0.2,,aol.com,C08299,C08299-K1
3078147,2016-07-21 17:04:30,70.08,S,online,330.0,87.0,0.05,,gmail.com,C08299,C08299-K1
3080225,2016-07-21 22:12:05,99.96,S,online,330.0,87.0,0.21,,live.com,C08299,C08299-K1
3083864,2016-07-22 17:32:33,49.96,S,online,330.0,87.0,0.12,,gmail.com,C08299,C08299-K1
3089258,2016-07-23 16:42:23,4.98,S,online,184.0,87.0,0.18,,hotmail.com,C08299,C08299-K1
3114008,2016-07-27 23:01:57,92.05,W,in_person,203.0,87.0,0.03,,,C08299,C08299-K1
3114222,2016-07-27 23:43:22,49.98,S,online,330.0,87.0,0.12,,live.com,C08299,C08299-K1
3116388,2016-07-28 16:14:52,25.06,S,online,330.0,87.0,0.16,,hotmail.com,C08299,C08299-K1
3138351,2016-08-03 15:22:20,49.99,S,online,330.0,87.0,0.08,,gmail.com,C08299,C08299-K1
3147680,2016-08-06 01:12:00,24.95,S,online,337.0,87.0,0.06,,gmail.com,C08299,C08299-K1
3151767,2016-08-07 13:40:36,116.92,W,in_person,441.0,87.0,0.06,anonymous.com,,C08299,C08299-K1
3166999,2016-08-12 03:17:24,50.03,S,online,330.0,87.0,0.15,,gmail.com,C08299,C08299-K1
3184681,2016-08-18 08:22:04,49.94,S,online,330.0,87.0,0.1,,gmail.com,C08299,C08299-K1
3184683,2016-08-18 08:32:00,49.95,S,online,330.0,87.0,0.43,,gmail.com,C08299,C08299-K1
3184770,2016-08-18 12:29:59,25.07,S,online,330.0,87.0,0.17,,gmail.com,C08299,C08299-K1
3184779,2016-08-18 12:51:54,25.02,S,online,330.0,87.0,0.12,,gmail.com,C08299,C08299-K1
3226142,2016-09-01 19:45:31,58.97,W,in_person,441.0,87.0,0.26,anonymous.com,,C08299,C08299-K1
3328963,2016-10-03 22:27:43,19.99,S,online,330.0,87.0,0.28,,anonymous.com,C08299,C08299-K1
3330698,2016-10-04 14:10:39,50.0,S,online,204.0,87.0,0.34,,gmail.com,C08299,C08299-K1
3330702,2016-10-04 14:11:19,49.96,S,online,204.0,87.0,0.51,,gmail.com,C08299,C08299-K1
3330761,2016-10-04 14:36:40,50.06,S,online,204.0,87.0,0.36,,gmail.com,C08299,C08299-K1
3336533,2016-10-05 22:13:08,343.94,W,in_person,337.0,87.0,0.12,hotmail.com,,C08299,C08299-K1
3342487,2016-10-07 18:39:24,30.04,S,online,325.0,87.0,0.32,,icloud.com,C08299,C08299-K1
3362873,2016-10-14 01:58:17,9.91,S,online,330.0,87.0,0.69,,anonymous.com,C08299,C08299-K1
3381003,2016-10-20 05:53:10,25.08,S,online,330.0,87.0,0.12,,gmail.com,C08299,C08299-K1
3381749,2016-10-20 16:33:55,29.96,S,online,330.0,87.0,0.02,,gmail.com,C08299,C08299-K1
3389674,2016-10-23 02:34:42,19.98,S,online,330.0,87.0,0.81,,anonymous.com,C08299,C08299-K1
3390612,2016-10-23 16:17:04,50.09,S,online,204.0,87.0,0.09,,gmail.com,C08299,C08299-K1
3438059,2016-11-07 14:40:50,99.92,S,online,337.0,87.0,0.09,,yahoo.com,C08299,C08299-K1
3483187,2016-11-24 11:37:46,24.91,S,online,330.0,87.0,0.2,,yahoo.com,C08299,C08299-K1
3483198,2016-11-24 11:50:48,25.03,S,online,330.0,87.0,0.2,,yahoo.com,C08299,C08299-K1
3497063,2016-11-29 14:03:43,49.93,S,online,204.0,87.0,0.62,,gmail.com,C08299,C08299-K1
3507659,2016-12-02 19:27:09,50.07,S,online,330.0,87.0,0.71,,gmail.com,C08299,C08299-K1
3507660,2016-12-02 19:27:30,39.91,S,online,330.0,87.0,0.43,,gmail.com,C08299,C08299-K1
3507672,2016-12-02 19:30:35,49.92,S,online,330.0,87.0,0.26,,gmail.com,C08299,C08299-K1
3539034,2016-12-13 14:53:53,99.98,S,online,330.0,87.0,0.33,,yahoo.com,C08299,C08299-K1
3545489,2016-12-15 16:07:11,29.97,S,online,330.0,87.0,0.23,,gmail.com,C08299,C08299-K1
3016377,2016-07-06 23:54:46,50.04,W,in_person,469.0,87.0,0.31,gmail.com,,C10434,C10434-K1
3053503,2016-07-16 14:43:53,24.99,H,online,469.0,87.0,0.33,yahoo.com,yahoo.com,C10434,C10434-K1
3070986,2016-07-20 02:14:36,99.99,R,online,469.0,87.0,0.2,anonymous.com,anonymous.com,C10434,C10434-K1
3075894,2016-07-21 01:29:53,25.06,H,online,469.0,87.0,0.57,gmail.com,gmail.com,C10434,C10434-K1
3076736,2016-07-21 05:56:18,50.05,R,online,330.0,87.0,0.93,msn.com,gmail.com,C10434,C10434-K1
3078052,2016-07-21 16:49:52,49.91,R,online,469.0,87.0,0.08,gmail.com,gmail.com,C10434,C10434-K1
3082326,2016-07-22 07:27:17,669.99,W,in_person,220.0,87.0,0.48,,,C10434,C10434-K1
3082968,2016-07-22 15:01:40,83.01,W,in_person,469.0,87.0,0.01,msn.com,,C10434,C10434-K1
3087486,2016-07-23 03:44:14,50.05,H,online,469.0,87.0,0.61,netzero.com,yahoo.com,C10434,C10434-K1
3091950,2016-07-23 23:01:03,100.06,R,online,469.0,87.0,0.2,gmail.com,gmail.com,C10434,C10434-K1
3094730,2016-07-24 15:14:12,59.92,H,online,418.0,87.0,0.01,hotmail.com,gmail.com,C10434,C10434-K1
3121617,2016-07-29 19:09:13,99.99,R,online,469.0,87.0,0.04,gmail.com,gmail.com,C10434,C10434-K1
3139246,2016-08-03 19:08:34,68.98,W,in_person,220.0,87.0,0.07,gmail.com,,C10434,C10434-K1
3157522,2016-08-09 00:42:00,44.43,W,in_person,469.0,87.0,0.13,msn.com,,C10434,C10434-K1
3193185,2016-08-21 03:48:42,67.98,W,in_person,469.0,87.0,0.25,gmail.com,,C10434,C10434-K1
3197356,2016-08-22 18:28:49,171.01,W,in_person,272.0,87.0,0.36,comcast.net,,C10434,C10434-K1
3197666,2016-08-22 20:01:19,160.55,W,in_person,272.0,87.0,0.09,comcast.net,,C10434,C10434-K1
3217858,2016-08-29 21:49:47,670.0,W,in_person,220.0,87.0,0.62,,,C10434,C10434-K1
3237339,2016-09-04 22:36:09,124.99,R,online,469.0,87.0,0.02,icloud.com,gmail.com,C10434,C10434-K1
3237387,2016-09-04 22:52:43,125.04,R,online,469.0,87.0,0.06,icloud.com,anonymous.com,C10434,C10434-K1
3282542,2016-09-19 21:56:32,19.92,H,online,469.0,87.0,0.01,gmail.com,gmail.com,C10434,C10434-K1
3282661,2016-09-19 22:25:01,19.98,H,online,469.0,87.0,0.05,gmail.com,gmail.com,C10434,C10434-K1
3292160,2016-09-23 12:09:14,100.07,R,online,204.0,87.0,0.69,icloud.com,me.com,C10434,C10434-K1
3306585,2016-09-28 00:47:14,670.04,W,in_person,220.0,87.0,0.56,,,C10434,C10434-K1
3329022,2016-10-03 22:42:18,58.96,W,in_person,469.0,87.0,0.18,yahoo.com,,C10434,C10434-K1
3350771,2016-10-10 03:45:59,59.01,W,in_person,469.0,87.0,0.16,yahoo.com,,C10434,C10434-K1
3351935,2016-10-10 17:56:42,59.04,W,in_person,469.0,87.0,0.05,yahoo.com,,C10434,C10434-K1
3392418,2016-10-24 01:06:51,58.01,W,in_person,469.0,87.0,0.01,gmail.com,,C10434,C10434-K1
3397310,2016-10-25 19:33:28,29.97,H,online,469.0,87.0,0.25,yahoo.com,,C10434,C10434-K1
3411190,2016-10-30 02:24:45,146.06,W,in_person,469.0,87.0,0.04,yahoo.com,,C10434,C10434-K1
3419055,2016-11-01 16:35:29,117.06,W,in_person,469.0,87.0,0.09,hotmail.com,,C10434,C10434-K1
3475344,2016-11-21 06:09:47,96.98,W,in_person,469.0,87.0,0.04,,,C10434,C10434-K1
3492086,2016-11-27 17:54:39,100.04,R,online,469.0,87.0,0.2,comcast.net,gmail.com,C10434,C10434-K1
3519858,2016-12-06 19:27:28,100.03,R,online,469.0,87.0,0.19,anonymous.com,anonymous.com,C10434,C10434-K1
3577244,2016-12-26 20:09:00,107.96,W,in_person,469.0,87.0,0.03,comcast.net,,C10434,C10434-K1
3000008,2016-07-02 00:06:21,14.38,C,online,,,0.02,gmail.com,gmail.com,C11923,C11923-K2
3000016,2016-07-02 00:11:07,28.67,C,online,,,0.82,hotmail.com,hotmail.com,C11923,C11923-K2
3000020,2016-07-02 00:14:10,17.92,C,online,,,0.07,hotmail.com,hotmail.com,C11923,C11923-K2
3000041,2016-07-02 00:32:34,7.05,C,online,,,0.09,gmail.com,gmail.com,C11923,C11923-K2
3000057,2016-07-02 00:40:53,18.25,C,online,,,0.21,hotmail.com,hotmail.com,C11923,C11923-K2
3000078,2016-07-02 00:54:56,23.36,C,online,,,0.15,hotmail.com,hotmail.com,C11923,C11923-K2
3000079,2016-07-02 00:54:57,38.8,C,online,,,0.23,hotmail.com,hotmail.com,C11923,C11923-K2
3000093,2016-07-02 01:01:12,17.17,C,online,,,0.31,hotmail.com,hotmail.com,C11923,C11923-K2
3000113,2016-07-02 01:14:03,23.37,C,online,,,0.23,hotmail.com,hotmail.com,C11923,C11923-K2
3000114,2016-07-02 01:14:07,51.96,C,online,,,0.05,hotmail.com,hotmail.com,C11923,C11923-K2
3000123,2016-07-02 01:18:00,8.13,C,online,,,0.63,hotmail.com,hotmail.com,C11923,C11923-K2
3000127,2016-07-02 01:20:30,75.31,C,online,,,0.11,gmail.com,gmail.com,C11923,C11923-K2
3000164,2016-07-02 01:49:56,15.68,C,online,,,0.1,hotmail.com,hotmail.com,C11923,C11923-K2
3000172,2016-07-02 01:59:13,19.17,C,online,,,0.57,gmail.com,gmail.com,C11923,C11923-K2
3000190,2016-07-02 02:19:56,32.36,C,online,,,0.68,gmail.com,gmail.com,C11923,C11923-K2
3000197,2016-07-02 02:27:13,15.31,C,online,,,0.01,gmail.com,gmail.com,C11923,C11923-K2
3000204,2016-07-02 02:33:09,7.31,C,online,,,0.1,gmail.com,gmail.com,C11923,C11923-K2
3000217,2016-07-02 02:42:30,28.41,C,online,,,0.28,gmail.com,gmail.com,C11923,C11923-K2
3000232,2016-07-02 02:53:29,8.09,C,online,,,0.09,hotmail.com,hotmail.com,C11923,C11923-K2
3000242,2016-07-02 03:04:11,14.46,C,online,,,0.13,hotmail.com,hotmail.com,C11923,C11923-K2
3000274,2016-07-02 03:57:01,12.41,C,online,,,0.67,hotmail.com,hotmail.com,C11923,C11923-K2
3000280,2016-07-02 04:05:53,12.39,C,online,,,0.04,hotmail.com,hotmail.com,C11923,C11923-K2
3000305,2016-07-02 04:49:23,12.6,C,online,,,0.13,gmail.com,gmail.com,C11923,C11923-K2
3000314,2016-07-02 05:05:15,13.5,C,online,,,0.02,hotmail.com,hotmail.com,C11923,C11923-K2
3000321,2016-07-02 05:23:59,35.64,C,online,,,0.44,hotmail.com,hotmail.com,C11923,C11923-K2
3000322,2016-07-02 05:24:55,9.62,C,online,,,0.14,gmail.com,gmail.com,C11923,C11923-K2
3000381,2016-07-02 06:49:29,38.63,C,online,,,0.04,hotmail.com,hotmail.com,C11923,C11923-K2
3000519,2016-07-02 12:09:27,15.72,C,online,,,0.07,outlook.com,outlook.com,C11923,C11923-K2
3000736,2016-07-02 14:52:04,30.57,C,online,,,0.04,icloud.com,icloud.com,C11923,C11923-K2
3000805,2016-07-02 15:23:06,67.17,C,online,,,0.04,gmail.com,gmail.com,C11923,C11923-K2
3000815,2016-07-02 15:27:22,104.13,C,online,,,0.07,gmail.com,gmail.com,C11923,C11923-K2
3000932,2016-07-02 16:22:01,87.0,C,online,,,0.1,gmail.com,gmail.com,C11923,C11923-K2
3000945,2016-07-02 16:26:47,85.14,C,online,,,0.07,outlook.com,outlook.com,C11923,C11923-K2
3000960,2016-07-02 16:30:58,15.64,C,online,,,0.58,gmail.com,gmail.com,C11923,C11923-K2
3001027,2016-07-02 17:01:29,34.29,C,online,,,0.07,gmail.com,gmail.com,C11923,C11923-K2
