case_id,customer_id,card_id,opened_at,closed_at,outcome,pattern,exposure_usd,n_txns,report_filed,analyst_notes
CC-2247,C11923,C11923-K2,2016-08-17 14:07:24,2016-08-21 19:07:24,confirmed_fraud,card_testing,4886.18,71,true,"Case CC-2247: cardholder C11923 reported unrecognized activity on card C11923-K2. 71 transaction(s) between 2016-07-25 and 2016-08-16 totaling $4,886.18 were confirmed fraudulent. A run of very small online authorizations followed by a larger purchase, consistent with testing a stolen card number before use. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-2673,C11923,C11923-K2,2016-08-27 18:54:07,2016-09-02 06:54:07,confirmed_fraud,card_testing,1334.96,33,true,"Case CC-2673: cardholder C11923 reported unrecognized activity on card C11923-K2. 33 transaction(s) between 2016-08-18 and 2016-08-27 totaling $1,334.96 were confirmed fraudulent. A run of very small online authorizations followed by a larger purchase, consistent with testing a stolen card number before use. Card blocked and reissued. Customer reimbursed."
CC-2799,C11923,C11923-K2,2016-08-30 19:24:37,2016-09-02 01:24:37,confirmed_fraud,card_not_present_new_device,36.14,2,false,"Case CC-2799: cardholder C11923 reported unrecognized activity on card C11923-K2. 2 transaction(s) between 2016-08-29 and 2016-08-30 totaling $36.14 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-3039,C11923,C11923-K2,2016-09-04 17:18:26,2016-09-09 01:18:26,confirmed_fraud,card_not_present_new_device,108.85,8,false,"Case CC-3039: cardholder C11923 reported unrecognized activity on card C11923-K2. 8 transaction(s) between 2016-09-02 and 2016-09-04 totaling $108.85 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed."
CC-3206,C11923,C11923-K2,2016-09-08 09:12:22,2016-09-13 02:12:22,confirmed_fraud,card_not_present_new_device,100.24,3,false,"Case CC-3206: cardholder C11923 reported unrecognized activity on card C11923-K2. 3 transaction(s) between 2016-09-06 and 2016-09-08 totaling $100.24 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 64.0. Card blocked and reissued. Customer reimbursed."
CC-3905,C11923,C11923-K2,2016-09-24 21:43:58,2016-09-27 19:43:58,confirmed_fraud,card_not_present_new_device,1397.53,44,true,"Case CC-3905: cardholder C11923 reported unrecognized activity on card C11923-K2. 44 transaction(s) between 2016-09-11 and 2016-09-23 totaling $1,397.53 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a SAMSUNG SM-G532M Build/MMB29T on Samsung/SM-G532M. Card blocked and reissued. Customer reimbursed."
CC-4501,C11923,C11923-K2,2016-10-07 12:05:47,2016-10-11 15:05:47,confirmed_fraud,card_testing,1508.58,28,true,"Case CC-4501: cardholder C11923 reported unrecognized activity on card C11923-K2. 28 transaction(s) between 2016-09-26 and 2016-10-06 totaling $1,508.58 were confirmed fraudulent. A run of very small online authorizations followed by a larger purchase, consistent with testing a stolen card number before use. Card blocked and reissued. Customer reimbursed."
CC-4743,C11923,C11923-K2,2016-10-12 10:17:15,2016-10-14 03:17:15,cleared,none,0.0,1,false,Case CC-4743: model scored a $32.09 transaction at 0.96. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-2277,C12265,C12265-K2,2016-08-18 05:23:30,2016-08-22 16:23:30,confirmed_fraud,account_takeover,81.93,1,false,Case CC-2277: cardholder C12265 reported unrecognized activity on card C12265-K2. 1 transaction(s) between 2016-08-17 and 2016-08-17 totaling $81.93 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-2447,C12265,C12265-K2,2016-08-22 05:40:17,2016-08-26 16:40:17,confirmed_fraud,account_takeover,33.95,1,false,Case CC-2447: cardholder C12265 reported unrecognized activity on card C12265-K2. 1 transaction(s) between 2016-08-21 and 2016-08-21 totaling $33.95 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-1066,C12382,C12382-K1,2016-07-24 03:41:00,2016-07-29 18:41:00,confirmed_fraud,out_of_region_use,170.98,1,false,"Case CC-1066: cardholder C12382 reported unrecognized activity on card C12382-K1. 1 transaction(s) between 2016-07-23 and 2016-07-23 totaling $170.98 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-1673,C12382,C12382-K1,2016-08-04 19:29:12,2016-08-06 00:29:12,confirmed_fraud,card_not_present_new_device,199.98,1,false,"Case CC-1673: cardholder C12382 reported unrecognized activity on card C12382-K1. 1 transaction(s) between 2016-08-04 and 2016-08-04 totaling $199.98 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed."
CC-2964,C12382,C12382-K1,2016-09-03 00:50:57,2016-09-05 22:50:57,confirmed_fraud,out_of_region_use,171.08,1,false,"Case CC-2964: cardholder C12382 reported unrecognized activity on card C12382-K1. 1 transaction(s) between 2016-09-01 and 2016-09-01 totaling $171.08 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-3587,C12382,C12382-K1,2016-09-17 04:08:08,2016-09-21 01:08:08,confirmed_fraud,out_of_region_use,49.09,1,false,"Case CC-3587: cardholder C12382 reported unrecognized activity on card C12382-K1. 1 transaction(s) between 2016-09-16 and 2016-09-16 totaling $49.09 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0056,C13171,C13171-K2,2016-07-04 18:17:38,2016-07-06 15:17:38,confirmed_fraud,card_not_present_new_device,40.21,1,false,"Case CC-0056: cardholder C13171 reported unrecognized activity on card C13171-K2. 1 transaction(s) between 2016-07-03 and 2016-07-03 totaling $40.21 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed."
CC-0467,C13171,C13171-K2,2016-07-13 20:52:43,2016-07-14 15:52:43,confirmed_fraud,card_not_present_new_device,649.77,8,false,"Case CC-0467: cardholder C13171 reported unrecognized activity on card C13171-K2. 8 transaction(s) between 2016-07-06 and 2016-07-12 totaling $649.77 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a ZEIA8 on chrome 62.0 for android. Card blocked and reissued. Customer reimbursed."
CC-0772,C13171,C13171-K2,2016-07-19 16:55:19,2016-07-23 11:55:19,confirmed_fraud,card_not_present_new_device,183.27,3,false,"Case CC-0772: cardholder C13171 reported unrecognized activity on card C13171-K2. 3 transaction(s) between 2016-07-15 and 2016-07-19 totaling $183.27 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a CRO-L03 Build/HUAWEICRO-L03 on chrome 62.0 for android. Card blocked and reissued. Customer reimbursed."
CC-1293,C13171,C13171-K2,2016-07-27 18:06:16,2016-07-29 03:06:16,confirmed_fraud,card_not_present_fraud,419.34,10,false,Case CC-1293: cardholder C13171 reported unrecognized activity on card C13171-K2. 10 transaction(s) between 2016-07-22 and 2016-07-27 totaling $419.34 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SM-A300H Build/LRX22G on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.
CC-1715,C13171,C13171-K2,2016-08-05 10:56:44,2016-08-11 03:56:44,confirmed_fraud,card_not_present_new_device,553.72,8,false,"Case CC-1715: cardholder C13171 reported unrecognized activity on card C13171-K2. 8 transaction(s) between 2016-07-29 and 2016-08-05 totaling $553.72 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a SM-A300H Build/LRX22G on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed."
CC-1925,C13171,C13171-K2,2016-08-10 01:01:53,2016-08-12 19:01:53,confirmed_fraud,card_not_present_fraud,120.3,3,false,Case CC-1925: cardholder C13171 reported unrecognized activity on card C13171-K2. 3 transaction(s) between 2016-08-08 and 2016-08-08 totaling $120.30 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-2059,C13171,C13171-K2,2016-08-13 10:30:46,2016-08-15 01:30:46,confirmed_fraud,card_not_present_new_device,116.95,4,false,"Case CC-2059: cardholder C13171 reported unrecognized activity on card C13171-K2. 4 transaction(s) between 2016-08-11 and 2016-08-13 totaling $116.95 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-2244,C13171,C13171-K2,2016-08-17 11:58:15,2016-08-22 20:58:15,confirmed_fraud,card_not_present_new_device,110.46,1,false,"Case CC-2244: cardholder C13171 reported unrecognized activity on card C13171-K2. 1 transaction(s) between 2016-08-16 and 2016-08-16 totaling $110.46 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a SM-G925I Build/NRD90M on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed."
CC-2454,C13171,C13171-K2,2016-08-22 09:15:15,2016-08-23 21:15:15,confirmed_fraud,card_not_present_fraud,86.69,3,false,Case CC-2454: cardholder C13171 reported unrecognized activity on card C13171-K2. 3 transaction(s) between 2016-08-20 and 2016-08-21 totaling $86.69 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Moto G (5) Plus Build/NPN25.137-92 on chrome generic. Card blocked and reissued. Customer reimbursed.
CC-2716,C13171,C13171-K2,2016-08-28 15:53:02,2016-09-03 02:53:02,confirmed_fraud,card_not_present_new_device,253.69,6,false,"Case CC-2716: cardholder C13171 reported unrecognized activity on card C13171-K2. 6 transaction(s) between 2016-08-24 and 2016-08-28 totaling $253.69 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed."
CC-3079,C13171,C13171-K2,2016-09-05 09:25:32,2016-09-10 19:25:32,confirmed_fraud,card_not_present_new_device,847.02,14,false,"Case CC-3079: cardholder C13171 reported unrecognized activity on card C13171-K2. 14 transaction(s) between 2016-09-01 and 2016-09-04 totaling $847.02 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed."
CC-3422,C13171,C13171-K2,2016-09-13 08:11:47,2016-09-17 02:11:47,confirmed_fraud,card_not_present_fraud,124.24,2,false,Case CC-3422: cardholder C13171 reported unrecognized activity on card C13171-K2. 2 transaction(s) between 2016-09-13 and 2016-09-13 totaling $124.24 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 64.0. Card blocked and reissued. Customer reimbursed.
CC-3566,C13171,C13171-K2,2016-09-16 18:50:28,2016-09-20 23:50:28,confirmed_fraud,card_not_present_fraud,88.07,2,false,Case CC-3566: cardholder C13171 reported unrecognized activity on card C13171-K2. 2 transaction(s) between 2016-09-15 and 2016-09-15 totaling $88.07 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 64.0. Card blocked and reissued. Customer reimbursed.
CC-3728,C13171,C13171-K2,2016-09-20 09:24:14,2016-09-25 01:24:14,confirmed_fraud,card_not_present_fraud,113.95,3,false,Case CC-3728: cardholder C13171 reported unrecognized activity on card C13171-K2. 3 transaction(s) between 2016-09-19 and 2016-09-20 totaling $113.95 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Mi on chrome 64.0 for android. Card blocked and reissued. Customer reimbursed.
CC-3928,C13171,C13171-K2,2016-09-25 06:58:46,2016-09-30 07:58:46,confirmed_fraud,card_not_present_new_device,165.82,4,false,"Case CC-3928: cardholder C13171 reported unrecognized activity on card C13171-K2. 4 transaction(s) between 2016-09-22 and 2016-09-24 totaling $165.82 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed."
CC-4163,C13171,C13171-K2,2016-09-30 09:42:15,2016-10-05 21:42:15,confirmed_fraud,card_not_present_new_device,582.46,7,false,"Case CC-4163: cardholder C13171 reported unrecognized activity on card C13171-K2. 7 transaction(s) between 2016-09-26 and 2016-09-29 totaling $582.46 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-4485,C13171,C13171-K2,2016-10-07 05:02:14,2016-10-11 03:02:14,confirmed_fraud,card_not_present_new_device,105.12,3,false,"Case CC-4485: cardholder C13171 reported unrecognized activity on card C13171-K2. 3 transaction(s) between 2016-10-05 and 2016-10-06 totaling $105.12 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a BLADE V8 SE Build/NRD90M on chrome 64.0 for android. Card blocked and reissued. Customer reimbursed."
CC-4819,C13171,C13171-K2,2016-10-14 09:42:29,2016-10-15 03:42:29,cleared,none,0.0,1,false,Case CC-4819: model scored a $66.52 transaction at 0.92. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-5010,C13171,C13171-K2,2016-10-19 03:56:05,2016-10-23 05:56:05,confirmed_fraud,card_not_present_new_device,629.26,17,false,"Case CC-5010: cardholder C13171 reported unrecognized activity on card C13171-K2. 17 transaction(s) between 2016-10-11 and 2016-10-18 totaling $629.26 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a SM-A300H Build/LRX22G on chrome generic. Card blocked and reissued. Customer reimbursed."
CC-0001,C00259,C00259-K1,2016-07-02 07:17:26,2016-07-06 01:17:26,confirmed_fraud,card_not_present_fraud,155.43,1,false,Case CC-0001: cardholder C00259 reported unrecognized activity on card C00259-K1. 1 transaction(s) between 2016-07-02 and 2016-07-02 totaling $155.43 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-0002,C06403,C06403-K2,2016-07-02 08:51:57,2016-07-04 05:51:57,confirmed_fraud,out_of_region_use,117.05,1,false,"Case CC-0002: cardholder C06403 reported unrecognized activity on card C06403-K2. 1 transaction(s) between 2016-07-02 and 2016-07-02 totaling $117.05 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0004,C13440,C13440-K2,2016-07-02 20:05:35,2016-07-05 17:05:35,confirmed_fraud,out_of_region_use,857.92,2,false,"Case CC-0004: cardholder C13440 reported unrecognized activity on card C13440-K2. 2 transaction(s) between 2016-07-02 and 2016-07-02 totaling $857.92 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0005,C08945,C08945-K2,2016-07-02 21:10:20,2016-07-04 02:10:20,confirmed_fraud,out_of_region_use,39.92,1,false,"Case CC-0005: cardholder C08945 reported unrecognized activity on card C08945-K2. 1 transaction(s) between 2016-07-02 and 2016-07-02 totaling $39.92 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0006,C11227,C11227-K2,2016-07-02 21:21:35,2016-07-08 18:21:35,confirmed_fraud,out_of_region_use,265.07,1,false,"Case CC-0006: cardholder C11227 reported unrecognized activity on card C11227-K2. 1 transaction(s) between 2016-07-02 and 2016-07-02 totaling $265.07 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0007,C00732,C00732-K1,2016-07-03 00:45:04,2016-07-07 03:45:04,confirmed_fraud,card_not_present_fraud,99.91,1,false,Case CC-0007: cardholder C00732 reported unrecognized activity on card C00732-K1. 1 transaction(s) between 2016-07-02 and 2016-07-02 totaling $99.91 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Trident/7.0 on ie 11.0 for desktop. Card blocked and reissued. Customer reimbursed.
CC-0008,C03667,C03667-K1,2016-07-03 00:56:48,2016-07-04 16:56:48,confirmed_fraud,account_takeover,49.04,1,false,Case CC-0008: cardholder C03667 reported unrecognized activity on card C03667-K1. 1 transaction(s) between 2016-07-02 and 2016-07-02 totaling $49.04 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0009,C10112,C10112-K1,2016-07-03 05:55:45,2016-07-06 01:55:45,cleared,none,0.0,1,false,Case CC-0009: model scored a $149.98 transaction at 0.84. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-0010,C03246,C03246-K1,2016-07-03 07:04:50,2016-07-04 04:04:50,cleared,none,0.0,1,false,Case CC-0010: model scored a $96.95 transaction at 0.83. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-0011,C13259,C13259-K1,2016-07-03 07:46:35,2016-07-06 16:46:35,confirmed_fraud,card_not_present_new_device,149.95,1,false,"Case CC-0011: cardholder C13259 reported unrecognized activity on card C13259-K1. 1 transaction(s) between 2016-07-02 and 2016-07-02 totaling $149.95 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a SM-G550T Build/MMB29K on chrome 59.0 for android. Card blocked and reissued. Customer reimbursed."
CC-0012,C07220,C07220-K1,2016-07-03 08:40:41,2016-07-07 23:40:41,confirmed_fraud,card_not_present_fraud,123.52,1,false,Case CC-0012: cardholder C07220 reported unrecognized activity on card C07220-K1. 1 transaction(s) between 2016-07-02 and 2016-07-02 totaling $123.52 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-0013,C11464,C11464-K2,2016-07-03 09:17:43,2016-07-06 06:17:43,confirmed_fraud,account_takeover,261.95,1,false,Case CC-0013: cardholder C11464 reported unrecognized activity on card C11464-K2. 1 transaction(s) between 2016-07-03 and 2016-07-03 totaling $261.95 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0014,C01002,C01002-K1,2016-07-03 09:35:08,2016-07-08 23:35:08,confirmed_fraud,card_not_present_fraud,75.15,1,false,Case CC-0014: cardholder C01002 reported unrecognized activity on card C01002-K1. 1 transaction(s) between 2016-07-02 and 2016-07-02 totaling $75.15 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 62.0. Card blocked and reissued. Customer reimbursed.
CC-0015,C04597,C04597-K2,2016-07-03 11:43:21,2016-07-05 03:43:21,cleared,none,0.0,1,false,Case CC-0015: model scored a $93.80 transaction at 0.92. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-0016,C03575,C03575-K2,2016-07-03 18:31:19,2016-07-04 22:31:19,confirmed_fraud,out_of_region_use,68.46,1,false,"Case CC-0016: cardholder C03575 reported unrecognized activity on card C03575-K2. 1 transaction(s) between 2016-07-02 and 2016-07-02 totaling $68.46 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0017,C03651,C03651-K2,2016-07-03 18:52:00,2016-07-04 12:52:00,cleared,none,0.0,1,false,Case CC-0017: model scored a $149.97 transaction at 0.88. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-0018,C06800,C06800-K1,2016-07-03 19:37:07,2016-07-04 20:37:07,confirmed_fraud,card_not_present_new_device,150.07,1,false,"Case CC-0018: cardholder C06800 reported unrecognized activity on card C06800-K1. 1 transaction(s) between 2016-07-02 and 2016-07-02 totaling $150.07 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed."
CC-0019,C06208,C06208-K1,2016-07-03 21:52:10,2016-07-05 01:52:10,confirmed_fraud,card_not_present_new_device,225.09,1,false,"Case CC-0019: cardholder C06208 reported unrecognized activity on card C06208-K1. 1 transaction(s) between 2016-07-03 and 2016-07-03 totaling $225.09 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a rv:52.0 on firefox. Card blocked and reissued. Customer reimbursed."
CC-0020,C11082,C11082-K1,2016-07-03 21:54:56,2016-07-09 16:54:56,confirmed_fraud,account_takeover,433.91,4,false,Case CC-0020: cardholder C11082 reported unrecognized activity on card C11082-K1. 4 transaction(s) between 2016-07-02 and 2016-07-03 totaling $433.91 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0021,C04265,C04265-K1,2016-07-03 22:08:36,2016-07-05 16:08:36,cleared,none,0.0,1,false,Case CC-0021: model scored a $50.09 transaction at 0.86. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0022,C07847,C07847-K2,2016-07-03 22:54:31,2016-07-04 20:54:31,confirmed_fraud,card_not_present_fraud,100.04,1,false,Case CC-0022: cardholder C07847 reported unrecognized activity on card C07847-K2. 1 transaction(s) between 2016-07-02 and 2016-07-02 totaling $100.04 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on firefox 57.0. Card blocked and reissued. Customer reimbursed.
CC-0023,C11309,C11309-K1,2016-07-03 23:05:27,2016-07-05 18:05:27,cleared,none,0.0,1,false,Case CC-0023: model scored a $24.91 transaction at 0.94. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0024,C06059,C06059-K2,2016-07-03 23:13:51,2016-07-08 15:13:51,confirmed_fraud,account_takeover,1894.06,2,true,"Case CC-0024: cardholder C06059 reported unrecognized activity on card C06059-K2. 2 transaction(s) between 2016-07-03 and 2016-07-03 totaling $1,894.06 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed."
CC-0025,C12311,C12311-K2,2016-07-03 23:24:56,2016-07-05 15:24:56,confirmed_fraud,account_takeover,100.0,1,false,Case CC-0025: cardholder C12311 reported unrecognized activity on card C12311-K2. 1 transaction(s) between 2016-07-03 and 2016-07-03 totaling $100.00 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0026,C08842,C08842-K2,2016-07-03 23:36:27,2016-07-05 18:36:27,cleared,none,0.0,1,false,Case CC-0026: model scored a $200.07 transaction at 0.99. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0027,C02999,C02999-K2,2016-07-04 00:21:14,2016-07-05 16:21:14,confirmed_fraud,account_takeover,59.06,1,false,Case CC-0027: cardholder C02999 reported unrecognized activity on card C02999-K2. 1 transaction(s) between 2016-07-03 and 2016-07-03 totaling $59.06 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0028,C07741,C07741-K2,2016-07-04 00:40:19,2016-07-07 15:40:19,confirmed_fraud,card_not_present_fraud,250.04,1,false,Case CC-0028: cardholder C07741 reported unrecognized activity on card C07741-K2. 1 transaction(s) between 2016-07-03 and 2016-07-03 totaling $250.04 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SAMSUNG SM-J327T Build/NRD90M on samsung browser 6.2. Card blocked and reissued. Customer reimbursed.
CC-0029,C03277,C03277-K1,2016-07-04 00:43:03,2016-07-06 00:43:03,confirmed_fraud,card_not_present_new_device,600.08,3,false,"Case CC-0029: cardholder C03277 reported unrecognized activity on card C03277-K1. 3 transaction(s) between 2016-07-02 and 2016-07-03 totaling $600.08 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a MacOS on safari generic. Card blocked and reissued. Customer reimbursed."
CC-0030,C04762,C04762-K1,2016-07-04 00:57:01,2016-07-07 16:57:01,confirmed_fraud,out_of_region_use,59.01,1,false,"Case CC-0030: cardholder C04762 reported unrecognized activity on card C04762-K1. 1 transaction(s) between 2016-07-03 and 2016-07-03 totaling $59.01 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0032,C09289,C09289-K1,2016-07-04 02:02:25,2016-07-05 22:02:25,cleared,none,0.0,1,false,Case CC-0032: model scored a $100.01 transaction at 0.85. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0033,C05704,C05704-K2,2016-07-04 02:32:22,2016-07-08 23:32:22,confirmed_fraud,account_takeover,374.83,3,false,Case CC-0033: cardholder C05704 reported unrecognized activity on card C05704-K2. 3 transaction(s) between 2016-07-02 and 2016-07-02 totaling $374.83 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed.
CC-0034,C03880,C03880-K1,2016-07-04 02:48:44,2016-07-05 00:48:44,cleared,none,0.0,1,false,"Case CC-0034: model scored a $1,486.49 transaction at 0.89. Cardholder confirmed the purchase. Amount unusual for this customer but consistent with their stated intent. Alert cleared."
CC-0035,C09196,C09196-K1,2016-07-04 03:40:55,2016-07-08 20:40:55,confirmed_fraud,card_not_present_fraud,150.05,1,false,Case CC-0035: cardholder C09196 reported unrecognized activity on card C09196-K1. 1 transaction(s) between 2016-07-03 and 2016-07-03 totaling $150.05 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed.
CC-0036,C03738,C03738-K2,2016-07-04 04:15:53,2016-07-06 14:15:53,confirmed_fraud,account_takeover,137.01,1,false,Case CC-0036: cardholder C03738 reported unrecognized activity on card C03738-K2. 1 transaction(s) between 2016-07-03 and 2016-07-03 totaling $137.01 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0037,C05996,C05996-K1,2016-07-04 04:29:21,2016-07-07 03:29:21,cleared,none,0.0,1,false,Case CC-0037: model scored a $31.38 transaction at 0.84. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0038,C02717,C02717-K1,2016-07-04 05:10:48,2016-07-07 02:10:48,cleared,none,0.0,1,false,Case CC-0038: model scored a $200.01 transaction at 0.86. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-0039,C13061,C13061-K1,2016-07-04 05:52:18,2016-07-08 19:52:18,confirmed_fraud,account_takeover,170.93,1,false,Case CC-0039: cardholder C13061 reported unrecognized activity on card C13061-K1. 1 transaction(s) between 2016-07-03 and 2016-07-03 totaling $170.93 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0040,C08675,C08675-K1,2016-07-04 06:10:07,2016-07-05 03:10:07,cleared,none,0.0,1,false,Case CC-0040: model scored a $49.97 transaction at 0.90. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
